chr10:100143465|100144824	hsa_circ_0092377
chr17:30320260|30323896	hsa_circ_0106593
chr17:30320883|30321740	hsa_circ_0042986
chr17:30320883|30322781	hsa_circ_0042987
chr17:30320883|30323896	hsa_circ_0106594
chr17:30344990|30351801	hsa_circ_0106595
chr17:30344990|30362658	hsa_circ_0106596
chr17:30351729|30362658	hsa_circ_0042991
chr17:30354787|30358477	hsa_circ_0042992
chr17:30354787|30362658	hsa_circ_0106597
chr17:30357674|30358477	hsa_circ_0042993
chr17:30357674|30362658	hsa_circ_0106598
chr17:30361928|30362658	hsa_circ_0042994
chr17:30361928|30377126	hsa_circ_0106599
chr17:30498061|30502381	hsa_circ_0042997
chr17:30498061|30503034	hsa_circ_0042998
chr17:30498061|30503232	hsa_circ_0008604
chr17:30498061|30510291	hsa_circ_0106601
chr17:30498061|30521126	hsa_circ_0106602
chr17:30498061|30535328	hsa_circ_0106603
chr17:30498065|30510291	hsa_circ_0106604
chr17:30499955|30502381	hsa_circ_0043000
chr17:30500849|30502381	hsa_circ_0043001
chr17:30500849|30503034	hsa_circ_0043002
chr17:30500849|30503232	hsa_circ_0005397
chr17:30500849|30510291	hsa_circ_0006573
chr17:30500849|30519318	hsa_circ_0043003
chr17:30500849|30521126	hsa_circ_0043004
chr17:30509775|30510291	hsa_circ_0106605
chr17:30509775|30521126	hsa_circ_0106606
chr17:30509775|30535328	hsa_circ_0106608
chr17:30509775|30538257	hsa_circ_0106609
chr17:30519219|30521126	hsa_circ_0043008
chr17:30519219|30528075	hsa_circ_0106610
chr17:30525965|30526569	hsa_circ_0106611
chr17:30525965|30528075	hsa_circ_0043009
chr17:30525965|30530992	hsa_circ_0106612
chr17:30527974|30529919	hsa_circ_0106613
chr17:30527974|30530992	hsa_circ_0106614
chr17:30529788|30530992	hsa_circ_0106615
chr17:30611677|30632460	hsa_circ_0043010
chr17:30611677|30643311	hsa_circ_0043011
chr17:30615810|30643311	hsa_circ_0043012
chr17:30621312|30632460	hsa_circ_0043013
chr17:30625110|30632460	hsa_circ_0043014
chr17:30660435|30665370	hsa_circ_0106618
chr17:30661487|30665370	hsa_circ_0106619
chr17:30678757|30688534	hsa_circ_0043018
chr17:30687616|30688534	hsa_circ_0043021
chr17:30689932|30692506	hsa_circ_0043025
chr17:30689932|30695033	hsa_circ_0005565
chr17:30689932|30696801	hsa_circ_0043026
chr17:30693683|30696801	hsa_circ_0043030
chr17:30697018|30705012	hsa_circ_0106620
chr17:30732511|30733921	hsa_circ_0106621
chr17:30773962|30781637	hsa_circ_0043033
chr17:30773962|30791596	hsa_circ_0043034
chr17:30773962|30796211	hsa_circ_0043035
chr17:30773962|30801842	hsa_circ_0043036
chr17:30773962|30807649	hsa_circ_0006129
chr17:30791066|30791596	hsa_circ_0043037
chr17:30791066|30801842	hsa_circ_0043038
chr17:30800818|30801842	hsa_circ_0043040
chr17:30932104|30986356	hsa_circ_0043046
chr17:30965739|30986356	hsa_circ_0043047
chr17:30965739|31082680	hsa_circ_0043049
chr17:30980860|30981639	hsa_circ_0043050
chr17:30980860|30986356	hsa_circ_0043051
chr17:30980860|31076024	hsa_circ_0043052
chr17:30986132|31082680	hsa_circ_0043054
chr17:31039005|31039213	hsa_circ_0043055
chr17:31039005|31065403	hsa_circ_0106626
chr17:31039005|31076024	hsa_circ_0043056
chr17:31039005|31082680	hsa_circ_0106627
chr17:31039005|31099860	hsa_circ_0106628
chr17:31039005|31103047	hsa_circ_0043057
chr17:31039005|31107802	hsa_circ_0043058
chr17:31048040|31076024	hsa_circ_0106629
chr17:31065270|31076024	hsa_circ_0043060
chr17:31065270|31082680	hsa_circ_0043061
chr17:31065270|31099860	hsa_circ_0043064
chr17:31065270|31107802	hsa_circ_0043065
chr17:31072228|31076024	hsa_circ_0043067
chr17:31082509|31103047	hsa_circ_0043068
chr17:31082509|31107802	hsa_circ_0043070
chr17:31091895|31107802	hsa_circ_0106630
chr17:31094653|31103047	hsa_circ_0043071
chr17:31102881|31107802	hsa_circ_0043073
chr17:31271895|31274983	hsa_circ_0106632
chr17:31437412|31439085	hsa_circ_0106634
chr17:31560898|31561582	hsa_circ_0106635
chr17:3179510|3203140	hsa_circ_0106637
chr17:33207091|33208728	hsa_circ_0106641
chr17:33250314|33269925	hsa_circ_0106642
chr17:33255980|33267640	hsa_circ_0106643
chr17:33255980|33269925	hsa_circ_0043081
chr17:33266201|33269925	hsa_circ_0106644
chr17:33269502|33285713	hsa_circ_0106645
chr17:33278968|33281618	hsa_circ_0106646
chr17:33310020|33310571	hsa_circ_0007614
chr17:33310020|33313150	hsa_circ_0043082
chr17:33318689|33319054	hsa_circ_0043085
chr17:33337073|33337276	hsa_circ_0106647
chr17:33339132|33353580	hsa_circ_0106648
chr17:33343388|33344625	hsa_circ_0043090
chr17:33343388|33353580	hsa_circ_0043091
chr17:33426667|33426857	hsa_circ_0106649
chr17:33428219|33433500	hsa_circ_0106651
chr17:33430272|33430563	hsa_circ_0043093
chr17:33462267|33464909	hsa_circ_0043099
chr17:33463187|33464212	hsa_circ_0043100
chr17:3346467|3352443	hsa_circ_0106653
chr17:33466253|33467085	hsa_circ_0043107
chr17:3349765|3352443	hsa_circ_0106654
chr17:33585669|33588115	hsa_circ_0043108
chr17:33587989|33588115	hsa_circ_0043109
chr17:33689757|33690845	hsa_circ_0043110
chr17:33747292|33750087	hsa_circ_0043112
chr17:33849297|33849988	hsa_circ_0043114
chr17:33921026|33925354	hsa_circ_0043116
chr17:33921026|33935406	hsa_circ_0043117
chr17:33932723|33935406	hsa_circ_0004745
chr17:33932723|33954745	hsa_circ_0043118
chr17:33932723|33977808	hsa_circ_0043119
chr17:33932723|34009843	hsa_circ_0043120
chr17:33951415|33954745	hsa_circ_0043121
chr17:33951415|33968994	hsa_circ_0043122
chr17:33951415|33977808	hsa_circ_0106655
chr17:33951415|33984810	hsa_circ_0043123
chr17:33951415|34037339	hsa_circ_0043124
chr17:33951415|34050833	hsa_circ_0106656
chr17:33963359|33977808	hsa_circ_0106657
chr17:33977548|34001340	hsa_circ_0106658
chr17:33984617|34009843	hsa_circ_0043131
chr17:33998772|34001340	hsa_circ_0043132
chr17:33998772|34009843	hsa_circ_0043133
chr17:33998772|34044368	hsa_circ_0043134
chr17:34001194|34050833	hsa_circ_0106660
chr17:34044213|34044368	hsa_circ_0043135
chr17:34105891|34106327	hsa_circ_0043136
chr17:34144243|34147441	hsa_circ_0106662
chr17:34147027|34147441	hsa_circ_0004444
chr17:34147027|34149837	hsa_circ_0043138
chr17:34147167|34147252	hsa_circ_0043139
chr17:34147335|34149837	hsa_circ_0043141
chr17:34147335|34169463	hsa_circ_0106664
chr17:34151081|34165557	hsa_circ_0000758
chr17:34160910|34165557	hsa_circ_0043142
chr17:34161569|34165557	hsa_circ_0043143
chr17:34171774|34171909	hsa_circ_0106665
chr17:34171798|34171939	hsa_circ_0106666
chr17:3445815|3447959	hsa_circ_0041444
chr17:3447872|3447959	hsa_circ_0041445
chr17:3474817|3475543	hsa_circ_0106667
chr17:3474817|3477249	hsa_circ_0106668
chr17:3474817|3481057	hsa_circ_0041446
chr17:3474817|3495677	hsa_circ_0041447
chr17:3475415|3494410	hsa_circ_0106669
chr17:3483750|3495677	hsa_circ_0041448
chr17:34848656|34849850	hsa_circ_0106670
chr17:34854918|34864974	hsa_circ_0043151
chr17:34856669|34884033	hsa_circ_0043155
chr17:34858936|34861243	hsa_circ_0043157
chr17:34859789|34870391	hsa_circ_0043160
chr17:34861135|34863763	hsa_circ_0043163
chr17:34864735|34867294	hsa_circ_0106672
chr17:34864900|34867294	hsa_circ_0003507
chr17:34864900|34884033	hsa_circ_0043172
chr17:34868500|34871833	hsa_circ_0106673
chr17:34869271|34871833	hsa_circ_0001960
chr17:34869271|34884033	hsa_circ_0043177
chr17:34881058|34884033	hsa_circ_0006860
chr17:34883381|34884033	hsa_circ_0043179
chr17:34910660|34913176	hsa_circ_0043183
chr17:34910660|34916711	hsa_circ_0043184
chr17:34910660|34923615	hsa_circ_0003930
chr17:34910660|34937968	hsa_circ_0043185
chr17:34912922|34916711	hsa_circ_0005510
chr17:34912922|34935849	hsa_circ_0043188
chr17:34912922|34937968	hsa_circ_0043189
chr17:34912922|34943675	hsa_circ_0106675
chr17:34916612|34923615	hsa_circ_0106676
chr17:34923501|34937968	hsa_circ_0106677
chr17:34937773|34937968	hsa_circ_0043196
chr17:34937773|34943675	hsa_circ_0106678
chr17:3494257|3494410	hsa_circ_0041449
chr17:3494257|3494647	hsa_circ_0041450
chr17:3524281|3524706	hsa_circ_0106681
chr17:3524530|3527525	hsa_circ_0106682
chr17:3524530|3533640	hsa_circ_0041451
chr17:3526632|3527525	hsa_circ_0041452
chr17:3526632|3533640	hsa_circ_0106683
chr17:35310185|35311207	hsa_circ_0004751
chr17:35310400|35310534	hsa_circ_0106684
chr17:35343915|35348156	hsa_circ_0003532
chr17:35343915|35378313	hsa_circ_0008691
chr17:35343915|35388982	hsa_circ_0043209
chr17:35345817|35388982	hsa_circ_0106685
chr17:35376303|35388982	hsa_circ_0106686
chr17:35468465|35470200	hsa_circ_0106689
chr17:35478276|35482715	hsa_circ_0106690
chr17:3548254|3553555	hsa_circ_0106691
chr17:35506787|35506898	hsa_circ_0043223
chr17:35506787|35512702	hsa_circ_0106693
chr17:35506787|35518964	hsa_circ_0106694
chr17:35506787|35538297	hsa_circ_0106695
chr17:35506787|35545420	hsa_circ_0043224
chr17:35506787|35564714	hsa_circ_0043225
chr17:35506787|35567404	hsa_circ_0043226
chr17:3550737|3552225	hsa_circ_0041455
chr17:35518694|35538297	hsa_circ_0106696
chr17:35536200|35536347	hsa_circ_0043229
chr17:35536200|35538297	hsa_circ_0043230
chr17:35557081|35557426	hsa_circ_0043233
chr17:35578577|35578763	hsa_circ_0106697
chr17:35578644|35583373	hsa_circ_0043244
chr17:35578644|35592014	hsa_circ_0043245
chr17:35578644|35598969	hsa_circ_0043246
chr17:35578644|35601650	hsa_circ_0043247
chr17:35578644|35603892	hsa_circ_0106698
chr17:35583259|35592014	hsa_circ_0106699
chr17:35591889|35641871	hsa_circ_0106700
chr17:35597391|35598969	hsa_circ_0043249
chr17:3559969|3560089	hsa_circ_0041456
chr17:35600286|35602130	hsa_circ_0106701
chr17:35600286|35603892	hsa_circ_0106702
chr17:35601503|35603892	hsa_circ_0043250
chr17:35603741|35609962	hsa_circ_0002404
chr17:35604934|35609962	hsa_circ_0043256
chr17:35608930|35609962	hsa_circ_0043260
chr17:35614624|35641871	hsa_circ_0106706
chr17:35620587|35634898	hsa_circ_0043261
chr17:35620587|35641871	hsa_circ_0043263
chr17:35620587|35687365	hsa_circ_0043264
chr17:35627641|35627752	hsa_circ_0106707
chr17:35632843|35634898	hsa_circ_0043266
chr17:35640167|35641871	hsa_circ_0043267
chr17:35640167|35646430	hsa_circ_0000759
chr17:35640306|35641738	hsa_circ_0106708
chr17:35641738|35646430	hsa_circ_0043268
chr17:35685777|35687365	hsa_circ_0106709
chr17:35687112|35687365	hsa_circ_0043269
chr17:35771355|35800763	hsa_circ_0043273
chr17:35771355|35804870	hsa_circ_0043274
chr17:35771355|35825645	hsa_circ_0106710
chr17:35771355|35837456	hsa_circ_0106711
chr17:35783608|35787108	hsa_circ_0043275
chr17:35783608|35802753	hsa_circ_0043276
chr17:35783608|35804870	hsa_circ_0043277
chr17:35797838|35800763	hsa_circ_0043278
chr17:35797838|35802753	hsa_circ_0043279
chr17:35797838|35804870	hsa_circ_0043280
chr17:35797838|35818689	hsa_circ_0106712
chr17:35797838|35825645	hsa_circ_0106713
chr17:35797838|35827629	hsa_circ_0106714
chr17:35797838|35834734	hsa_circ_0043281
chr17:35800605|35800763	hsa_circ_0006220
chr17:35800605|35802753	hsa_circ_0005101
chr17:35800605|35804870	hsa_circ_0043282
chr17:35800605|35818689	hsa_circ_0106715
chr17:35800605|35822225	hsa_circ_0043283
chr17:35800605|35825645	hsa_circ_0008283
chr17:35800605|35827629	hsa_circ_0106716
chr17:35800609|35800763	hsa_circ_0106717
chr17:35800609|35802753	hsa_circ_0106718
chr17:35800609|35804870	hsa_circ_0106719
chr17:35800609|35825645	hsa_circ_0106720
chr17:35802664|35804870	hsa_circ_0043284
chr17:35804797|35822225	hsa_circ_0043285
chr17:35804797|35827629	hsa_circ_0043286
chr17:35818625|35825645	hsa_circ_0106721
chr17:35818625|35831241	hsa_circ_0043287
chr17:35818625|35838663	hsa_circ_0106722
chr17:35825534|35827629	hsa_circ_0106723
chr17:35825534|35831241	hsa_circ_0043289
chr17:35827557|35831241	hsa_circ_0043290
chr17:35830503|35831241	hsa_circ_0043291
chr17:35896080|35898522	hsa_circ_0106724
chr17:35896080|35902532	hsa_circ_0043292
chr17:35896080|35945538	hsa_circ_0043293
chr17:35902073|35914161	hsa_circ_0043294
chr17:35913216|35914161	hsa_circ_0002455
chr17:35913216|35921359	hsa_circ_0106725
chr17:35913216|35932086	hsa_circ_0043295
chr17:35921296|35932086	hsa_circ_0106726
chr17:35931889|35945538	hsa_circ_0106728
chr17:35936438|35939530	hsa_circ_0043296
chr17:35936438|35945538	hsa_circ_0043297
chr17:35936438|35946657	hsa_circ_0106729
chr17:35939227|35945538	hsa_circ_0043298
chr17:35944755|35945538	hsa_circ_0106730
chr17:35944755|35946657	hsa_circ_0106731
chr17:35944755|35960450	hsa_circ_0106732
chr17:35978336|35984480	hsa_circ_0106733
chr17:35978336|35986906	hsa_circ_0106734
chr17:35978336|35990203	hsa_circ_0106735
chr17:35979812|35981565	hsa_circ_0106737
chr17:35985940|35988716	hsa_circ_0043300
chr17:35988604|35988716	hsa_circ_0106740
chr17:35988604|35993448	hsa_circ_0106741
chr17:35992142|35993448	hsa_circ_0106742
chr17:3608374|3608939	hsa_circ_0006692
chr17:3608391|3608898	hsa_circ_0106743
chr17:3608391|3608939	hsa_circ_0106744
chr17:36351935|36353765	hsa_circ_0004457
chr17:36351935|36359042	hsa_circ_0106745
chr17:36353600|36359042	hsa_circ_0043304
chr17:36353600|36361804	hsa_circ_0043305
chr17:36357157|36361804	hsa_circ_0043307
chr17:36375099|36398302	hsa_circ_0043316
chr17:36398217|36398302	hsa_circ_0043317
chr17:36454414|36462598	hsa_circ_0043318
chr17:36455316|36476651	hsa_circ_0043320
chr17:36517593|36522300	hsa_circ_0043328
chr17:36517593|36523933	hsa_circ_0043329
chr17:36517593|36533668	hsa_circ_0005693
chr17:36520634|36533668	hsa_circ_0043330
chr17:36522169|36533668	hsa_circ_0043332
chr17:36523764|36533668	hsa_circ_0106747
chr17:36529682|36533668	hsa_circ_0106748
chr17:36551561|36552251	hsa_circ_0043333
chr17:36551561|36557108	hsa_circ_0106750
chr17:36560017|36560211	hsa_circ_0106751
chr17:36614345|36619623	hsa_circ_0008805
chr17:36614345|36642381	hsa_circ_0043337
chr17:36619086|36619623	hsa_circ_0043340
chr17:36633819|36638919	hsa_circ_0043346
chr17:36646342|36646792	hsa_circ_0043349
chr17:36646342|36656870	hsa_circ_0043351
chr17:36654026|36656870	hsa_circ_0043354
chr17:36863202|36863793	hsa_circ_0043357
chr17:36876911|36877000	hsa_circ_0043363
chr17:36922964|36923123	hsa_circ_0106756
chr17:36925279|36925424	hsa_circ_0106757
chr17:36933939|36936857	hsa_circ_0106758
chr17:36933939|36943173	hsa_circ_0043379
chr17:36935635|36935782	hsa_circ_0043381
chr17:36940495|36943173	hsa_circ_0106760
chr17:36943098|36955611	hsa_circ_0106761
chr17:36971113|36971350	hsa_circ_0106762
chr17:37004176|37004402	hsa_circ_0106763
chr17:37006614|37008985	hsa_circ_0043384
chr17:37006614|37009358	hsa_circ_0043385
chr17:37008729|37008835	hsa_circ_0106764
chr17:37034338|37046757	hsa_circ_0043386
chr17:37046672|37054772	hsa_circ_0043388
chr17:37070577|37071399	hsa_circ_0106766
chr17:3717615|3719564	hsa_circ_0041462
chr17:37239126|37239793	hsa_circ_0106767
chr17:37262106|37265644	hsa_circ_0106768
chr17:37263659|37265644	hsa_circ_0043391
chr17:37339965|37343854	hsa_circ_0043394
chr17:37373062|37373426	hsa_circ_0106769
chr17:37420427|37421706	hsa_circ_0043403
chr17:37420427|37425124	hsa_circ_0043404
chr17:37420427|37441826	hsa_circ_0106770
chr17:37420427|37459892	hsa_circ_0043406
chr17:37425079|37431353	hsa_circ_0106771
chr17:37425079|37437716	hsa_circ_0043407
chr17:37425079|37441826	hsa_circ_0106772
chr17:37425079|37453448	hsa_circ_0106773
chr17:37425079|37459892	hsa_circ_0043408
chr17:37427048|37431353	hsa_circ_0106774
chr17:37437641|37439108	hsa_circ_0043409
chr17:37437641|37441826	hsa_circ_0106775
chr17:37437641|37453448	hsa_circ_0106776
chr17:37437641|37459892	hsa_circ_0043410
chr17:37441730|37499494	hsa_circ_0106777
chr17:37453379|37457328	hsa_circ_0106778
chr17:37453379|37459892	hsa_circ_0106779
chr17:37453379|37499494	hsa_circ_0106780
chr17:37455242|37457328	hsa_circ_0000761
chr17:37455242|37459892	hsa_circ_0106781
chr17:37455242|37499494	hsa_circ_0106782
chr17:3745809|3746445	hsa_circ_0106783
chr17:37495595|37499494	hsa_circ_0106784
chr17:37571278|37571592	hsa_circ_0043414
chr17:37571278|37576171	hsa_circ_0043415
chr17:37571278|37580074	hsa_circ_0043416
chr17:37571278|37584043	hsa_circ_0043417
chr17:37571278|37588269	hsa_circ_0043418
chr17:37571278|37604157	hsa_circ_0043420
chr17:37575969|37576171	hsa_circ_0043422
chr17:37575969|37580074	hsa_circ_0043423
chr17:37575969|37580991	hsa_circ_0043424
chr17:37575969|37584043	hsa_circ_0106785
chr17:37575969|37590573	hsa_circ_0043425
chr17:37579579|37580074	hsa_circ_0043426
chr17:37579579|37580991	hsa_circ_0043427
chr17:37579579|37584043	hsa_circ_0043428
chr17:37579579|37588269	hsa_circ_0043429
chr17:37579579|37599881	hsa_circ_0106786
chr17:37579949|37580074	hsa_circ_0043430
chr17:37579949|37580991	hsa_circ_0106787
chr17:37580879|37584043	hsa_circ_0007539
chr17:37580879|37587441	hsa_circ_0043432
chr17:37580879|37588269	hsa_circ_0043433
chr17:37580879|37590573	hsa_circ_0043434
chr17:37580879|37595446	hsa_circ_0043435
chr17:37580879|37596930	hsa_circ_0043436
chr17:37583953|37584043	hsa_circ_0043438
chr17:37583953|37587441	hsa_circ_0043439
chr17:37583953|37588269	hsa_circ_0043440
chr17:37583953|37595446	hsa_circ_0043441
chr17:37583953|37599881	hsa_circ_0106788
chr17:37595417|37596930	hsa_circ_0043442
chr17:37595417|37599881	hsa_circ_0043443
chr17:37595417|37604157	hsa_circ_0043444
chr17:37596638|37604157	hsa_circ_0043445
chr17:37597143|37599881	hsa_circ_0106790
chr17:37627393|37627498	hsa_circ_0106791
chr17:37646809|37649143	hsa_circ_0106792
chr17:37646809|37650947	hsa_circ_0106793
chr17:37646809|37657692	hsa_circ_0043446
chr17:37646809|37666014	hsa_circ_0106794
chr17:37646809|37667883	hsa_circ_0043447
chr17:37646809|37672061	hsa_circ_0043448
chr17:37646809|37682569	hsa_circ_0043449
chr17:37649003|37667883	hsa_circ_0043450
chr17:37671983|37676340	hsa_circ_0106796
chr17:37673692|37682569	hsa_circ_0043453
chr17:3769201|3783728	hsa_circ_0041466
chr17:37707290|37712666	hsa_circ_0106797
chr17:37707290|37721167	hsa_circ_0106798
chr17:3772780|3773182	hsa_circ_0041467
chr17:37830245|37830932	hsa_circ_0043456
chr17:3783639|3789024	hsa_circ_0041472
chr17:37840849|37842272	hsa_circ_0007990
chr17:37843549|37844086	hsa_circ_0106800
chr17:37863242|37866734	hsa_circ_0043460
chr17:37864573|37866734	hsa_circ_0007766
chr17:37864573|37868701	hsa_circ_0106801
chr17:37866065|37866734	hsa_circ_0043462
chr17:37866338|37868701	hsa_circ_0043463
chr17:37873572|37873733	hsa_circ_0043468
chr17:37880978|37882106	hsa_circ_0043469
chr17:37881093|37882106	hsa_circ_0106802
chr17:3802927|3808661	hsa_circ_0000735
chr17:38065210|38066177	hsa_circ_0106803
chr17:38144935|38146450	hsa_circ_0043484
chr17:38145991|38146450	hsa_circ_0043486
chr17:38146346|38146450	hsa_circ_0043487
chr17:38151676|38151780	hsa_circ_0043491
chr17:38152435|38152591	hsa_circ_0106805
chr17:38185078|38186112	hsa_circ_0043496
chr17:38188901|38189709	hsa_circ_0106806
chr17:38209550|38209888	hsa_circ_0043497
chr17:38209550|38209910	hsa_circ_0106807
chr17:38240087|38241068	hsa_circ_0043498
chr17:38275461|38275574	hsa_circ_0106808
chr17:38282435|38282659	hsa_circ_0008964
chr17:38287789|38290152	hsa_circ_0106809
chr17:38288286|38290152	hsa_circ_0043502
chr17:38289294|38290152	hsa_circ_0043504
chr17:38297459|38324201	hsa_circ_0043506
chr17:38318005|38318406	hsa_circ_0106810
chr17:38318005|38319154	hsa_circ_0043509
chr17:38318005|38320419	hsa_circ_0106811
chr17:38323750|38324201	hsa_circ_0043513
chr17:38324102|38324201	hsa_circ_0043516
chr17:38337867|38345627	hsa_circ_0043518
chr17:38340832|38345627	hsa_circ_0043519
chr17:38345117|38345627	hsa_circ_0106812
chr17:38412642|38416919	hsa_circ_0043521
chr17:38416786|38416919	hsa_circ_0043522
chr17:38416786|38418893	hsa_circ_0043523
chr17:38449707|38450755	hsa_circ_0106815
chr17:38449707|38451708	hsa_circ_0043525
chr17:38487108|38487648	hsa_circ_0043528
chr17:38504567|38506177	hsa_circ_0043530
chr17:3850684|3854979	hsa_circ_0041480
chr17:3853804|3854067	hsa_circ_0041481
chr17:38546216|38547892	hsa_circ_0043542
chr17:38547757|38548989	hsa_circ_0106816
chr17:38547757|38556661	hsa_circ_0043544
chr17:38551700|38552717	hsa_circ_0005877
chr17:38551700|38555383	hsa_circ_0006964
chr17:38555291|38564376	hsa_circ_0043547
chr17:38562635|38563194	hsa_circ_0003457
chr17:38562635|38564882	hsa_circ_0106818
chr17:38562635|38569877	hsa_circ_0106819
chr17:38635925|38638668	hsa_circ_0043557
chr17:38638380|38641259	hsa_circ_0043562
chr17:3916742|3923063	hsa_circ_0002899
chr17:3916742|3936296	hsa_circ_0106820
chr17:3917383|3917809	hsa_circ_0041483
chr17:3922962|3924515	hsa_circ_0106821
chr17:3924422|3926122	hsa_circ_0106822
chr17:3924422|3928412	hsa_circ_0002411
chr17:3928212|3936296	hsa_circ_0106823
chr17:3935419|3936296	hsa_circ_0041490
chr17:3935419|3954337	hsa_circ_0106824
chr17:3937308|3937586	hsa_circ_0041494
chr17:3937308|3968123	hsa_circ_0106825
chr17:3955264|3961449	hsa_circ_0005479
chr17:3955264|3962584	hsa_circ_0041497
chr17:3955264|3968123	hsa_circ_0005856
chr17:3955264|3970536	hsa_circ_0041498
